gameid,date,ejectee,ejecteename,team,job,umpire,umpirename,inning,reason,month,day,year,city,nickname
CLE196007171,07/17/1960,batte101,Earl Battey,WS1,P,berrc103,Charlie Berry,6,Fighting,7,17,1960,Washington,Senators
PIT196007171,07/17/1960,hoakd101,Don Hoak,PIT,P,sudoe901,Ed Sudol,2,Called third strike,7,17,1960,Pittsburgh,Pirates
PIT196007171,07/17/1960,mcmir101,Roy McMillan,CIN,P,sudoe901,Ed Sudol,5,Call at HP (Threw helmet),7,17,1960,Cincinnati,Reds
PIT196007172,07/17/1960,newcd101,Don Newcombe,CIN,P,boggd901,Dusty Boggess,1,Ordered to change shirt,7,17,1960,Cincinnati,Reds
SFN196007170,07/17/1960,parks102,Salty Parker,SFN,C,craws901,Shag Crawford,6,Balls and strikes,7,17,1960,San Francisco,Giants
SFN196007170,07/17/1960,blasd101,Don Blasingame,SFN,P,craws901,Shag Crawford,6,Balls and strikes,7,17,1960,San Francisco,Giants
SLN196007172,07/17/1960,ashbr101,Richie Ashburn,CHN,P,burkk101,Ken Burkhart,7,Balls and strikes,7,17,1960,Chicago,Cubs
CLE196007180,07/18/1960,hardm101,Mel Harder,CLE,C,drumc901,Cal Drummond,4,Call at 1B,7,18,1960,Cleveland,Indians
CLE196007180,07/18/1960,tannc101,Chuck Tanner,CLE,P,drumc901,Cal Drummond,4,Call at 1B,7,18,1960,Cleveland,Indians
BOS196007230,07/23/1960,asprk101,Ken Aspromonte,CLE,P,stewb902,Bob Stewart,7,Call at 1B,7,23,1960,Cleveland,Indians
BOS196007230,07/23/1960,gordj101,Joe Gordon,CLE,M,hurle901,Eddie Hurley,8,Ejection of player,7,23,1960,Cleveland,Indians
BOS196007230,07/23/1960,hardm101,Mel Harder,CLE,C,hurle901,Eddie Hurley,8,Ejection of player,7,23,1960,Cleveland,Indians
BOS196007230,07/23/1960,pierj102,Jim Piersall,CLE,P,hurle901,Eddie Hurley,8,Distracting Ted Williams during AB,7,23,1960,Cleveland,Indians
BOS196007241,07/24/1960,romaj101,John Romano,CLE,P,stewb902,Bob Stewart,1,Balls and strikes,7,24,1960,Cleveland,Indians
BOS196007242,07/24/1960,powev101,Vic Power,CLE,P,hurle901,Eddie Hurley,5,Call at 1B,7,24,1960,Cleveland,Indians
BOS196007242,07/24/1960,gordj101,Joe Gordon,CLE,M,soarh901,Hank Soar,8,Balls and strikes,7,24,1960,Cleveland,Indians
SFN196007240,07/24/1960,loesb101,Billy Loes,SFN,P,pelec901,Chris Pelekoudas,9,Balls and strikes,7,24,1960,San Francisco,Giants
CHN196007250,07/25/1960,nuxhj101,Joe Nuxhall,CIN,P,varge901,Ed Vargo,8,Call at 1B (Bumped umpire),7,25,1960,Cincinnati,Reds
LAN196007270,07/27/1960,hutcf101,Fred Hutchinson,CIN,M,smitv101,Vinnie Smith,6,Call at 2B,7,27,1960,Cincinnati,Reds
LAN196007270,07/27/1960,newcd101,Don Newcombe,CIN,P,smitv101,Vinnie Smith,6,Call at 2B,7,27,1960,Cincinnati,Reds
NYA196007282,07/28/1960,tempj101,Johnny Temple,CLE,P,smita901,Al Smith,1,Time out call,7,28,1960,Cleveland,Indians
LAN196007310,07/31/1960,larkn101,Norm Larker,LAN,P,conlj102,Jocko Conlan,8,Call at 1B,7,31,1960,Los Angeles,Dodgers
WS1196007312,07/31/1960,minom101,Minnie Minoso,CHA,P,berrc103,Charlie Berry,7,Call at 2B,7,31,1960,Chicago,White Sox
BAL196008010,08/01/1960,richp101,Paul Richards,BAL,M,honoj901,Jim Honochick,8,Balls and strikes,8,1,1960,Baltimore,Orioles
PIT196008020,08/02/1960,larkn101,Norm Larker,LAN,P,burkk101,Ken Burkhart,4,Call at 1B,8,2,1960,Los Angeles,Dodgers
CHN196008040,08/04/1960,martb105,Billy Martin,CIN,P,lands901,Stan Landes,2,Fighting,8,4,1960,Cincinnati,Reds
CLE196008071,08/07/1960,richp101,Paul Richards,BAL,M,runge901,Ed Runge,5,Call at 2B,8,7,1960,Baltimore,Orioles
CLE196008120,08/12/1960,pierj102,Jim Piersall,CLE,P,stevj901,Johnny Stevens,3,Call at 2B,8,12,1960,Cleveland,Indians
PHI196008120,08/12/1960,maucg101,Gene Mauch,PHI,M,secof101,Frank Secory,3,Balls and strikes,8,12,1960,Philadelphia,Phillies
CIN196008151,08/15/1960,mathe101,Eddie Mathews,MLN,P,barla901,Al Barlick,7,Fighting,8,15,1960,Milwaukee,Braves
BAL196008170,08/17/1960,allib103,Bob Allison,WS1,P,ricej901,John Rice,10,Called third strike,8,17,1960,Washington,Senators
BAL196008170,08/17/1960,richp101,Paul Richards,BAL,M,smita901,Al Smith,11,Call at 1B,8,17,1960,Baltimore,Orioles
CHN196008180,08/18/1960,thomf103,Frank Thomas,CHN,P,dascf901,Frank Dascoli,7,Call at 1B,8,18,1960,Chicago,Cubs
CLE196008180,08/18/1960,pierj102,Jim Piersall,CLE,P,drumc901,Cal Drummond,4,Called third strike,8,18,1960,Cleveland,Indians
KC1196008190,08/19/1960,tsitj101,John Tsitouris,KC1,P,hurle901,Eddie Hurley,3,Intentional HBP,8,19,1960,Kansas City,Athletics
DET196008200,08/20/1960,asprk101,Ken Aspromonte,CLE,P,drumc901,Cal Drummond,5,Call at 2B,8,20,1960,Cleveland,Indians
DET196008200,08/20/1960,appll101,Luke Appling,CLE,C,drumc901,Cal Drummond,5,Call at 2B,8,20,1960,Cleveland,Indians
NYA196008240,08/24/1960,lopea102,Al Lopez,CHA,M,nappl901,Larry Napp,3,Bench jockeying,8,24,1960,Chicago,White Sox
CHN196008250,08/25/1960,murtd101,Danny Murtaugh,PIT,M,gormt101,Tom Gorman,9,Called third strike,8,25,1960,Pittsburgh,Pirates
LAN196008250,08/25/1960,dresc101,Chuck Dressen,MLN,M,venzt901,Tony Venzon,8,Balls and strikes (Foul tip),8,25,1960,Milwaukee,Braves
BAL196008262,08/26/1960,gentj101,Jim Gentile,BAL,P,soarh901,Hank Soar,8,Call at 2B,8,26,1960,Baltimore,Orioles
NYA196008262,08/26/1960,dykej101,Jimmy Dykes,CLE,M,umonf901,Frank Umont,5,Defending player,8,26,1960,Cleveland,Indians
NYA196008271,08/27/1960,hardm101,Mel Harder,CLE,C,nappl901,Larry Napp,5,Balk call,8,27,1960,Cleveland,Indians
BAL196008280,08/28/1960,fox-n101,Nellie Fox,CHA,P,hurle901,Eddie Hurley,8,Time out call,8,28,1960,Chicago,White Sox
SFN196008290,08/29/1960,gonzt101,Tony Gonzalez,PHI,P,lands901,Stan Landes,1,Called third strike,8,29,1960,Philadelphia,Phillies
WS1196008290,08/29/1960,valdj102,Jose Valdivielso,WS1,P,soarh901,Hank Soar,2,Fighting,8,29,1960,Washington,Senators
CIN196008310,08/31/1960,gibsb101,Bob Gibson,SLN,P,dascf901,Frank Dascoli,8,Bench jockeying,8,31,1960,St. Louis,Cardinals
CIN196008310,08/31/1960,hemus101,Solly Hemus,SLN,M,dascf901,Frank Dascoli,8,Balls and strikes,8,31,1960,St. Louis,Cardinals
CIN196009030,09/03/1960,baile101,Ed Bailey,CIN,P,varge901,Ed Vargo,7,Balls and strikes,9,3,1960,Cincinnati,Reds
CIN196009030,09/03/1960,hutcf101,Fred Hutchinson,CIN,M,varge901,Ed Vargo,7,Balls and strikes,9,3,1960,Cincinnati,Reds
CHN196009052,09/05/1960,niemb101,Bob Nieman,SLN,P,craws901,Shag Crawford,1,Called third strike (Threw bat),9,5,1960,St. Louis,Cardinals
PHI196009050,09/05/1960,hutcf101,Fred Hutchinson,CIN,M,donaa901,Augie Donatelli,5,Balls and strikes,9,5,1960,Cincinnati,Reds
PIT196009052,09/05/1960,hoakd101,Don Hoak,PIT,P,lands901,Stan Landes,4,Call at 1B,9,5,1960,Pittsburgh,Pirates
PIT196009052,09/05/1960,labic101,Clem Labine,PIT,P,lands901,Stan Landes,9,Fair/foul call,9,5,1960,Pittsburgh,Pirates
KC1196009060,09/06/1960,willd104,Dick Williams,KC1,P,chyln901,Nestor Chylak,6,Called third strike,9,6,1960,Kansas City,Athletics
PHI196009060,09/06/1960,maucg101,Gene Mauch,PHI,M,burkk101,Ken Burkhart,1,Called third strike,9,6,1960,Philadelphia,Phillies
CIN196009070,09/07/1960,alstw101,Walter Alston,LAN,M,venzt901,Tony Venzon,2,Bench jockeying,9,7,1960,Los Angeles,Dodgers
CIN196009070,09/07/1960,snidd101,Duke Snider,LAN,P,venzt901,Tony Venzon,2,Bench jockeying,9,7,1960,Los Angeles,Dodgers
SLN196009120,09/12/1960,crand102,Del Crandall,MLN,P,burkk101,Ken Burkhart,7,Balls and strikes,9,12,1960,Milwaukee,Braves
PHI196009132,09/13/1960,maucg101,Gene Mauch,PHI,M,craws901,Shag Crawford,4,Called third strike,9,13,1960,Philadelphia,Phillies
CLE196009230,09/23/1960,minom101,Minnie Minoso,CHA,P,stewb902,Bob Stewart,9,Balls and strikes (Threw bat at pitcher),9,23,1960,Chicago,White Sox
CHA196010020,10/02/1960,carrc104,Cam Carreon,CHA,P,papaj901,Joe Paparella,2,Balls and strikes,10,2,1960,Chicago,White Sox
SFN196104130,04/13/1961,hoakd101,Don Hoak,PIT,P,burkk101,Ken Burkhart,11,Called third strike,4,13,1961,Pittsburgh,Pirates
BOS196104150,04/15/1961,yoste101,Eddie Yost,LAA,P,honoj901,Jim Honochick,8,Called third strike,4,15,1961,Los Angeles,Angels
LAN196104150,04/15/1961,hoakd101,Don Hoak,PIT,P,burkk101,Ken Burkhart,8,Call at 3B (Bumped umpire),4,15,1961,Pittsburgh,Pirates
LAN196104160,04/16/1961,durol101,Leo Durocher,LAN,C,conlj102,Jocko Conlan,4,Fair/foul call (Threw towel),4,16,1961,Los Angeles,Dodgers
LAN196104220,04/22/1961,gillj102,Jim Gilliam,LAN,P,varge901,Ed Vargo,3,Call at 2B,4,22,1961,Los Angeles,Dodgers
DET196104232,04/23/1961,garvn102,Ned Garver,LAA,P,hurle901,Eddie Hurley,7,Leaving dugout to 'steer' fielder,4,23,1961,Los Angeles,Angels
SFN196104231,04/23/1961,spend101,Daryl Spencer,SLN,P,gormt101,Tom Gorman,9,Called third strike,4,23,1961,St. Louis,Cardinals
BAL196104260,04/26/1961,tempj101,Johnny Temple,CLE,P,flahr901,Red Flaherty,3,Balls and strikes,4,26,1961,Cleveland,Indians
CHN196104270,04/27/1961,jonew101,Willie Jones,CIN,P,conlj102,Jocko Conlan,8,Balls and strikes,4,27,1961,Cincinnati,Reds
CHN196104270,04/27/1961,oterr101,Reggie Otero,CIN,C,conlj102,Jocko Conlan,8,Balls and strikes,4,27,1961,Cincinnati,Reds
CHN196104301,04/30/1961,larkn101,Norm Larker,LAN,P,secof101,Frank Secory,7,Call at 1B,4,30,1961,Los Angeles,Dodgers
DET196104301,04/30/1961,triag101,Gus Triandos,BAL,P,schwh901,Harry Schwarts,2,Called third strike,4,30,1961,Baltimore,Orioles
DET196104302,04/30/1961,richp101,Paul Richards,BAL,M,schwh901,Harry Schwarts,1,Arguing ejection from game 1,4,30,1961,Baltimore,Orioles
CIN196105040,05/04/1961,hutcf101,Fred Hutchinson,CIN,M,varge901,Ed Vargo,8,Objecting to warning,5,4,1961,Cincinnati,Reds
LAA196105040,05/04/1961,peara102,Albie Pearson,LAA,P,berrc103,Charlie Berry,11,Call at 1B,5,4,1961,Los Angeles,Angels
CHA196105060,05/06/1961,scheb101,Bob Scheffing,DET,M,drumc901,Cal Drummond,7,Call at 1B (Appeal),5,6,1961,Detroit,Tigers
DET196105091,05/09/1961,hemsr101,Rollie Hemsley,WS2,C,hurle901,Eddie Hurley,1,Failure to retouch base,5,9,1961,Washington,Senators
LAA196105090,05/09/1961,higgm101,Pinky Higgins,BOS,M,nappl901,Larry Napp,9,Call at 2B,5,9,1961,Boston,Red Sox
